about,cgpa_cutoff,com_id,contract,criteria,ctc,dep_str,jnf_id,profile,selection,type
Risk & Modelling Specialist,0.0,53,NA,,"1500000 INR  [Fixed pay 1500000 LPA = Basic : 750000, PF: 90000, Flexible Basket Allowance: 660000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Authorised Officer,Online/Offline test (Max 30 mins),PLACEMENT
"Roles and Responsibilities: ● Own development, design, scaling and maintenance of application and messaging engines that power the central platform of Capillary's Cloud CRM product. ● Contribute to overall design and roadmap. Required Skills: ● Innovative and self-motivated with passion to develop complex and scalable applications. ● Strong focus on algorithms and data structures. ● Strong coding and design skills with prior experience in developing scalable & high availability applications using Core Java/J2EE, Spring, Hibernate. ● Work experience with Relational databases is required (Primarily MySQL) ● Prior work experience with Non-Relational databases (primarily Redis, MongoDb) is an added plus. ● Strong Analytical and Problem Solving Skills.",0.0,271,NO,,"1612782 INR  [Btech: 16,12,782 [1225829 (Fixed) + +86,953 (Benefits and others) + 100000
(Joining Bonus) + 20000 (Relocation Bonus) +
150000(Retention Bonus) + 1 Week Accommodation ]
MTech(Dual): 18,79,719
[13,42,469 (Fixed) +
87250 (Benefits and others) + 100000 (Joining Bonus) +
20000 (Relocation Bonus) + 150000(Retention Bonus) + 1
Week Accommodation]]]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Development Engineer,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"1. Participate in Software Product Design process with Designers and Product Managers
2. Participate in High Level Technical Architecture Design (HLD) and Low-Level
Component Design (LLD)
3. Review HLDs and LLDs, developed by other Software Engineers
4. Research and evaluate technologies and best practices required for System or
Application development
5. Develop, test, deploy and improve the software
6. Review the code of other Software Engineers",0.0,703,No,"Relocation allowance post applicable taxes, will be remitted along with 1st month salary payout. If employee quits the organization within a year , complete remitted amount will be recovered.","1350000 INR  [17,70,000/- (Fixed- 1,350,000 + Variable- 270,000 + Relocation Allowance (one time only)- 1,50,000)]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Development Engineer,Online/Offline test (Max 30 mins),PLACEMENT
"Automate the given test cases for various products on the web and mobile app
● Work with engineers to troubleshoot and remediate automation issues in testing and
deploying environments
● Demonstrate accountability for meeting milestones and ensuring quality engineering
deliverables
● Determine the root cause of defects by analyzing debug logs, and analyzing crash dumps
● Work with the support team and internal customers to troubleshoot and remediate issues in
production environments.
● Develop testing strategies and implementing the testing process within Agile Scrum SDLC.
● Utilize Jira for entering and tracking defects, stories, and Epics while providing reports on
defect tracking and escalating technical issues as needed.",0.0,703,NO,"Relocation clause: Should you decide to voluntarily terminate the employment within first
 12 months of employment with Embibe, you will be required to repay the entire amount to the company.","1000000 INR  [1350000- (Fixed- 1000000 , Variable- 200000 , Relocation Allowance(one time)- 150000)]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Software Development Engineer- Test (SDET),"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"The role sits within our Decision Analytics business, one of our four Global Business Lines. 

Experian Decision Analytics helps client achieve and sustain significant growth. We do this by enabling clients to make analytics-based customer decisions that support their strategic goals. As experts in uniting business understanding with consumer and business information, analytics and strategy execution, we empower clients to optimise customer value and actively manage it over time. This role therefore has clear accountability for creating measurable value within our client organisations.

Purpose of Role

As a member of custom analytics delivery team in India to provide analytical solution to clients. Individual will be responsible to deliver on the agreed approach for analytical projects. Develop new methodology for identifying credit risk/operations risk & marketing effectiveness. 

CANDIDATE PROFILE 
Successful candidates will have knowledge of statistical modelling/data analysis tools (SAS, SPSS, R etc.), techniques. They will be actively contributing in developing right solution for the client and would be working closely with Team Lead / Manager to deliver as per agreed scope. 

We are looking for someone who; 
	Proven track record in risk analytics preferably in Indian BFSI industry
	Identify & deliver appropriate analytics solutions
	Experienced in Analytics team management
	Become a trusted advisor for analytics within the organisation

Essential Duties and Responsibilities 
	Responsible for developing high quality analytical and value added services for the clients
	Responsible for adhering to timelines as promised to the client
	Handling around 1-2 client engagements delivery at any given point in time
	Work closely with team members to deliver the apt solution and contribute to brainstorming sessions
	Engage Business/Technical Consultants and delivery teams appropriately so that there is a shared understanding and agreement as to deliver proposed solution
	Use analysis and customer insights to develop value propositions for customers
	Maintain and enhance the suite of suitable analytics products for India.
	Actively seek to share knowledge within the team
	Share findings with peers from other teams and management where required
	Actively contribute to a culture where the fair treatment of customers is at the heart of the Experian business.  Take personal responsibility to ensure that you adhere to all regulatory requirements and apply appropriate controls in the interests of our customers.

Knowledge, Experience and Qualifications 

Knowledge
	Good understanding of analytics preferably in Retail lending industry. 
	Knowledge of statistical modelling/data analysis tools (SAS, Python, R etc.), techniques and market trends
	Knowledge of different modelling frameworks like Linear Regression, Logistic Regression, Multiple Regression, LOGIT, PROBIT, time- series modelling, CHAID, CART etc.
	Knowledge of Machine learning & / or deep learning algorithms such as Gradient Boost, kNN, etc is must


Experience
	2-6 years of relevant work experience in BIU unit of a large bank/financial institution and/or in an consulting firm dealing with developing analytics, preferably for banks /telecom
	Experience on handling large data volumes using data analysis tools and generating good data insights
	Hands on experience in Excel and Excel Macros for basic data analysis. 
	Strong coding skills in Python or SAS is a must, and in other languages like R and SQL, Hive Sql


Qualifications 

	Masters degree in Statistics, Mathematics, Economics, Business Management or Engineering from a reputed college",0.0,336,No,No,1350000 INR  [1350000 (fixed) + Performance pay],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Decision Analyst,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Credit Risk:

	Demonstrate strong knowledge and implementation capabilities on Statistics and Econometrics
	Independently learn and work on statistical programming languages such as SAS / R / Python/MS Excel.
	Understanding of financial products across the banking book portfolio.
	Perform validation of credit models including conceptual soundness, assessments of modelling methodology and model outcomes and evaluation of model's performance and perform benchmarking against other candidate models.
	Create model development and validation documentation describing business purpose, model scope, model theory and logic, model performance testing, and implementation of the model developed.
	Perform model reviews and model audits to critically comment on the model methodology and model performance trends and support in ongoing monitoring of the model.
	Understand the market trends, demands and changing regulatory landscape faced by clients and understand their impact on the banking book models.
	Engage with Clients and Managers on a daily basis to discuss the project needs and work with onshore and offshore teams to successfully deliver the requested tasks.
	Actively help managing the teams workload and ensure prioritization of activities based on stakeholders needs 

Vortex:
	Write web applications in object oriented and scalable way using popular Python web frameworks and microservices framework like Django and Flask
	Work with business teams throughout the SDLC and support of any tool/application
	Solve challenging industry problems and bottlenecks using machine learning and artificial intelligence
	Optimize APIs based on performance of computation and networking


Market Risk:
	Demonstrate deep technical capabilities and industry knowledge of financial products
	Lead or assist on components of large scale client engagements and/or smaller client engagements while consistently delivering quality client services
	Understand market trends and demands in the financial services sector and issues faced by clients by staying abreast of current business and industry trends relevant to the client's business 
	Monitor progress, manage risk, and effectively communicate with key stakeholders regarding status, issues and key priorities to achieve expected outcomes 

Actuarial Science:
	Actuarial Liability estimation for Life and Non-Life business
	Develop working knowledge of engagement objectives and the client's language/industry terms.
	Preparations of report to be sent to client showing results of the analysis.
	Communication of results of analysis to actuaries in other geographical regions such as US, UK etc.
	Learn and use actuarial softwares such as Prophet, MG Alpha, AXIS, Arius, Provision, Alteryx and other in-house softwares based on project requirements
	Risk analytics including development of analytical tools, analysis of insurance risk and general support for any risk analytics in the company.
	Maintain strong focus in finishing Actuarial exams along with developing a strong subject matter experience
	Learn/apply data processes, test controls, and perform substantive procedures. Create work products that document engagement procedures. 
	Establish/manage priorities, create/manage work plans, communicate the status of activities, and accumulate/report all chargeable hours. 
	Maintain a strong client focus and maintain/develop productive working relationships with clients and other team members. Stay informed of current business/economic developments relevant to the client.",0.0,620,No,,1365000 INR  [Fixed: 1300000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Advanced Analyst,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Collection  Analytics
Job Title	: Asst. Manager   Collection  Analytics
Grade		: MT /  AM
Reporting to	:  Manager
Qualifications	: M. Tech
	Understanding  retail portfolios that the Bank  has exposure to. 
	Working on Collection Scorecards  ( Value at Risk and Payment Projection  Score Card models. )
	Data analysis and statistical methods for portfolio monitoring .
	Defining Collection reporting framework.  Should have some experience with any analytics and should be open to working in a financial analytics role. Should be comfortable using SAS or similar software.
	Excel proficiency. Periodic monitoring.
	 Designing Projection and NPV models for Collection 
	Close interaction across the multiple functions in the organisation.
	The candidate is expected to have good understanding of statistical concepts/modeling and experience in this area or related projects would be preferred

Key Responsibilities: 
Skills:
	Good Communication, interpersonal & team skills
	Proactive attitude, eagerness to learn and apply skills to work
	Strong service orientation
	Good data analytics skills (Expertise in Excel & PowerPoint)",0.0,723,"If the candidate resigns before completion of 1 year at IDFC FIRST Bank, the candidate needs to pay back a portion of the cost invested in training the candidate. This amount that needs to be paid is INR 1,00,000.",For this role we are looking for only M.tech students,1920000 INR  [Fixed: 1600000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Asst. Manager   Collection  Analytics,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"'1.
'- Application software development for the MFPs for the offices and the printers for  commercial prints, Cloud/Mobile applications development, Solutions development, Embedded software's development, Image processing algorithm development, Electric hardware development,  ASIC development, Energy saving technologies development, Eco technologies development, Technologies development of countermeasures against  radio waves/noises

- Image processing technologies development in printer development of industrial ink-jet machines (mainly textile printers, digital printing presses),  Software's / firmware's development, Electric hardware development.

2.
-System embedded software development, System LSI design. 
- WEB systems development 
- Back-end-system design for cloud services  
- Whole company promotion activities of an agile type development process.  
- Image-recognition algorithm development which utilized data analysis technology (deep learning, machine learning)",0.0,513,NO,"Work Location: Japan(such as in Tokyo, Aichi, Osaka,Hyogo) or overseas
Other Benefits: 
Childcare allowance, 
Cafeteria plan (open selection of benefits: reimbursement for participating seminars, classes, health related activity etc.),
Discretionary work allowance, 
Employment insurance,
Health insurance, etc.","4032150 JPY  [CTC:
Phd: 4713750 JPY
Master: 4356150 JPY
B Tech: 4032150 JPY
Monthly Salaries:
Ph.D.：285,350JPY
Master：255,550JPY
Bachelor：228,550JPY
Annual Salaries 
Ph.D.：3424200JPY
Master：3066600JPY
Bachelor：2742600JPY

Fixed Bonus: 450,150JPY/ Year, paid bi annually 

Housing Dormitory Support: 25000JPY/Month (300000JPY/year)
Commutation :　32200JPY/month ( 386400JPY/Year)
Moving Expense: 63000JPY ( one time )
Personal transfer allowance:  90000JPY ( one time )]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Research & Development Engineer,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"The Software Development Engineer role will give you the opportunity to work across a wide variety of technology domains such as SQL/NoSQL Databases, Distributed Systems, Cloud Native Microservice Architectures, Big Data Technologies, IoT, Mobile Technologies, Streaming & Batch Analytics Platforms, Modern Infrastructure Engineering (Infra as Code), Operational Intelligence Systems for Microservices such as Service Mesh, Data Science and Data Engineering. 

Our SDEs are solving challenges impacting Millions of users  so we are looking for folks who are passionate learners, problem solvers, innovators and natural collaborators. 

You will design, code, optimize, take your code to production and be responsible for site reliability engineering all at the same time. In essence, the buck stops with you! 

Of course, you would have a bunch of awesome mentors and buddies to help you around

An indicative list of some of interesting challenges were up to now:
 
	Building a reliable and highly available platform that can scale over 100s of 1000s of distributed transactions per second using Open Source technologies viz. Kafka, Hadoop, Apache Flink, Service Mesh, Kubernetes
	Building a new commerce Platform focused on engaging millions of small merchants across the country to address the hyperlocal needs. Highly targeted data driven promotions, offers and real-time couponing solutions for this community to engage their end consumers
	Building an Auto-ML Platform focusing on Knowledge Graphs, Speech, Language & Computer Vision capabilities
	Opportunity to build Indias largest Big Data Lake using cutting edge open source technologies, capable to derive intelligent insights  at petabyte scale   
	Enterprise ready Private IaaS cloud platform with opportunity build a highly reliable PaaS platform with availability running into at least three 9s (99.9%)  supporting real-time, multi-cloud, distributed applications that auto-scale, auto-heal and get deployed through automated CI/CD pipelines. Btw, we run one of the largest Open Stack based Private Cloud clusters in Asia
	Build a Real-time & Highly Targeted ADTECH Platform incorporating the latest ML, big data & NLU/speech technologies and enable the best possible consumer engagement in all key Indian languages 
	To build the largest supply chain platform in India to scale and ensure the inventory, price, time and effort to the promise made to a customer is met, using open source technologies, automation like BOTs to fulfil orders, and injecting optimization algorithms using data models and machine learning techniques. The goal is to seamlessly enable Grocery, fashion, apparel and electronics merchandise orders across length & breadth of India with quality and punctuality",0.0,461,No,"CS and ECE  17 L (CTC - 15 L and JB* - 2 L)
RB*: 1.5 L each after completion of 12,18,24 and 30 months respectively
JB* and RB* will have a lock-in of 1 year from the date of disbursement
CGPA>6.5",1100000 INR  [Fixed- 8.5l+Var -1l+ JB -1.5L],AE_AG_BT_CH_CY_CE_EE_GG_IM_ME_MT_MI_NA_PH,2,SDE-2,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"[Job Description]
Development and operation of image recognition processing, recommendation engine, chatbot etc with machine learning technology

[Career Path]
We expect candidates to build skill and experience at suitable team in Japan for first several years.
We will offer several career path such as remote work in India or supporting starting subsidiary etc independently for those who has enough expertise.

[Qualifications]
・ Practical experience with machine learning / statistical modeling frameworks such as scikit-learn
・ Reading ability of specialized papers and documents
・ Team development experience using Git / GitHub or similar version control system
・ Patent application experience
・ Winning experience in competitions such as Kaggle
・ Experience in data analysis using cloud (AWS, Google Cloud Platform)",0.0,583,No,,"5100000 JPY  [[Total amount of CTC]
JPY 5,100,000

 [Breakdown of CTC]
1. Gross
Base Salary : JPY 5,000,000
2. Relocation Fee :  JPY 100,000 (One-time payment)
*In addition to the Relocation Fee JPY 100,000, actual amount of your flight ticket fee to Japan from your school/home will be provided.

[Other Allowances/Cost]
(1)Commuting Expense
Actual amount of the commuting expense from your home to the office will be provided.
(Maximum JPY 50,000/month)
(2) Overtime payment
Overtime fees will be paid.
*This may vary depending on your actual overtime hours.]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_IM_MA_ME_MT_MI_NA_PH,1,"Software Engineer, Machine Learning","Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"About Standard Chartered Technology & Our Value Proposition 
Standard Chartered Technology services Corporate, Institutional, Commercial, Financial Institution and Retail clients with technology solutions catered to teams of relationship managers and product specialists.  We are a team of talented, diverse technologists who champion change, excellence and stewardship.
With our platform estate that includes mobile solutions on a varied tech stack, Standard Charteered offers the best learning opportunities for any dynamic self-starter. We follow agile methodology and you will actively participate in all aspects of solution engineering & engage with business stakeholders as applicable. Together with a group of highly driven technologists, you will get to collaborate and work on solutions that provide the best digital experiences and continually enhance existing offerings. Innovation is a big part of our execution agenda as we strive for excellence. If you are a curious technologist and tackling challenges excites you, then a role in Standard Chartered Technology is the right fit for you. 
Role Overview:  

Job Title	ITO Function	Location
Full stack developer 
Mobile app developer 
DevOps engineer
AI & Machine Learning developer
Block chain developer

	CIB GB 	Bangalore / Chennai

	Understanding of software requirements
	Designing user interactions on web pages.
	Developing back-end website applications.
	Designing and developing APIs.
	Developing front-end website architecture.
	Ensuring responsiveness of applications.
	Preparation and execution of test cases
	Reporting of defects, preparation of test reports
	Coordinate test activities with the front to back upstream and downstream
	Collaborate with globally distributed agile team

 

Core Competencies:  
	Strongly Desired competencies:  
	Should have following traits:
o	Self-Reliance
o	Logical 
o	Attention to detail
o	Abstract thinking
o	Patience 
o	Memory
o	Scientific method
o	Communication
o	Empathy.
	Analyse business problems and help arriving at technically forward thinking solutions
	Proven ability to think out-of-the-box ; Fostering innovation and automation   
	Proven ability that establish a strong team-player approach to problem solving
	Strong foundational knowledge of Algorithms, Data Structures, OOPs concepts and frameworks.
	Good technical skills, with exposure to 
o	An object-oriented programming, preferably Java, 
o	Modern technologies like Microservices, UI frameworks Angular, React
o	Applied Maths and algorithm 
o	AI/NLP/Machine Learning algorithms 
	Curious learner, willing to learn and adapt to new technologies and frameworks
	Empowered mindset with ability to ask questions and seek clarifications
	Excellent communication skills that enable seamless interactions with colleagues globally
	Strong technical skills, with exposure to coding in any next-gen tech 
	Awareness of Agile methodologies



	Preferred competencies: 

	Program practice in external forums like TopCoder, HackerRank.
	Certification from reputed development community like Google developer certification, Microsoft certified solution developer.
	Participation in Hackerrank 
	Participated in Hackathons.
	Contribution to open source communities.
	Innovative projects developed and showcased.
	Awareness and working knowledge of wider technology landscape like IoT, Deep learning, Block chain.",0.0,123,No,,"1722600 INR  [Fixed CTC per annum : INR 15,66,000

Variable per annum : INR 1,56,600]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Development Engineer,"GD,Online/Offline test (Max 30 mins)",PLACEMENT
"As a part of the analytics practice at TCG Digital, you will work on solving complex business problems for our customers, spanning multiple domains, in a fast-paced work environment and a high performance team culture. 

Your work will involve interacting with clients, understanding and analyzing their business requirements, conceptualizing and proposing creative solutions based on business domain insights, while making innovative and best use of technology.  

Your job will involve traveling to customer locations, building story-lines and making presentations to the clients, and obtain their approval/ acceptance on the implemented solutions. You will need to liaise with the core engineering team to have customer specific solutions developed and implemented.

Every analytical problem has four facets: business domain knowledge, applied technology, process engineering and mathematical/statistical modeling. You would be expected to eventually become a versatile professional with knowledge of all these four facets.

Qualifications
●	B.Tech students from all Engineering departments
●	Dual degree (B.Tech. + M.Tech) 
●	Integrated MSc. 5 year course
Additional Qualifications
	Highly organized and detail oriented 
	Flexible, adaptable and an eager self-starter 
	Excellent stakeholder management  and interpersonal skills
	Strong communication skills 
	Competent at analyzing both qualitative and quantitative data",0.0,212,NO,,"1200000 INR  [Includes Base Salary,APLI,Lunch Allowance; Variable- 15% of total CTC]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Consultant,"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
See attached JD,0.0,568,NO,CGPA @ 7. Post CV selection will conduct technical test. students clear the test will be eligible for personal interview.,"1500000 INR  [Basic salary :-

Other components as follows :-

(LTA, HRA, Medical, Car & petrol allowance, Driver allowances, CCA, Food Coupon)

Details structure will share with offer letter]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_IM_MA_ME_MT_MI_NA_PH,1,Backend Developer,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Supply Chain is the backbone of commerce happening on Udaan. This is the team that creates the logistics capability for sellers and buyers to conduct cross-country trade. The single objective of supply chain in Udaan is to provide consistent, cost effective and transparent logistics solution to users. As a part of the Operations & Supply chain team you could be working in roles similar but not restricted to:  
	Increase seller processing capacity, 
	Design the transport network to connect First Mile & Last Mile locations.
	Reduce Returns
	Develop and optimize processes, working closely with business development and other cross functional teams",0.0,158,No,,"1900000 INR  [1900000 (Fixed: 1200000, ESOPs- 700000)]",AE_AG_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,5,Graduate Trainee- Operations & Supply Chain,Resume,PLACEMENT
"You will be a part of the technology team at Udaan, which essentially deals with the e-commerce platform and the tech stack of the organization. Tech Stack at Udaan: 
o	Kotlin/Java for backend
o	Javascript for the frontend
o	React Native for Android & iOS app
o	ReactJS with Redux for website
o	Kubernetes + Docker
o	Azure cloud services 

	Key Requirements:
o	Good Software engineering skills: It could be in any language or technologies of your choice, but you are expected you to know them deeply. In addition, you are to be a quick learner in any new technology that you get exposed to.
o	Product Thinking & Problem Solving: We need our engineers to deeply understand customer needs, business use-cases, and connect that back to the products we are working.
o	Ownership: we believe in end-to-end product ownership. You will be responsible for all aspects of your product from figuring out to what features to build to ensuring uptime and a smooth customer experience.",0.0,158,No,Applicants must have strong knowledge of coding/programming skills. this needs to be more than basic awareness.,"3000000 INR  [3000000 (Fixed: 2000000, ESOPs- 1000000)]",AE_AG_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Software Engineer,Online/Offline test (Max 30 mins),PLACEMENT
"As a Software Developer at Zilingo, you'll be part of Zilingo's highly tech-driven culture of innovation, in a team of smart, passionate developers and technologists. You will be building highly scalable, complex, distributed systems and delightful customer experiences that reach millions of consumers on Zilingo's fashion and lifestyle marketplace, and tens of thousands of brands on Zilingo's seller platform.
 
Here at Zilingo, you'll get to work on and learn about a whole range of technologies and frameworks, including:
microservices and cloud computing
highly scalable, distributed backend systems, serving hundreds of millions of requests a day
robust, secure services
functional programming and Scala for our backend systems
Android and Kotlin; iOS and Swift; Javascript/Typescript/Vue.js/React on web
recommendation systems
search technology that works on over 5 languages, built as a vast extension to Elasticsearch
AI and machine learning systems, in coordination with our data science team
a vast array of powerful open-source technologies
fast launches, helpful code reviews and mentorship, and pair programming
Besides all this, you'll find a deep tech culture that celebrates innovation and creativity. You'll have mentorship and career guidance to help you grow in your career as a developer, and the ability to diversify into more roles. You'll be working across ecommerce, fintech, recommendation, AI, big data, search, logistics, payments, and many more products. Additionally, you'll also get to travel to meet our teams, consumers, and merchants in Singapore, Thailand, Indonesia, Philippines, Hong Kong, and more countries around the world.
 
We feel you'll be a good fit for Zilingo if you:
Love technology and writing code that impacts millions of users
Are curious about design patterns, scalability, and building technology well
Have a passion to keep learning
Want to work in an innovative, fun startup culture with no bureaucracy
Crave ownership and the ability to take risks and think out of the box",0.0,529,No,NA,"3500000 INR  [ Fixed: 18.5 LPA 
 Joining bonus: 2 Lakhs
 Retention bonus: 3 Lakhs (Paid in two annual installments of 1 Lakh and 2 Lakhs at the end of every year of the first 2 years of continuous employment ). 
 Equity Refresh - Worth 11 Lakhs
     Leisure Benefit: 50k. (Netflix/Amazon Prime subscriptions, Books/Ebooks/online courses, health -check-ups, dining out on special occasion, health and sports membership, Reimbursements)    
 - Added benefits - Over and above the CTC
1. Medical insurance coverage worth 5 Lakhs per annum for employee & up to 5 dependents (2 parents + spouse + first 2 children) - monthly premium paid by the company over and above the mentioned CTC.
2. Personal accident insurance coverage worth 10 Lakhs for the employee 24/7 around the world.
3. Overseas Travel & Accommodation for all work trips with daily allowance of 50-60 USD per day based on the location over and above the mentioned CTC.
3. Travel, airport transit and accommodation for the first 2-3 weeks covered by Zilingo at the time of relocation and joining over and above the mentioned CTC.]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Developer,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
Online/Offline test (Max 30 mins),Please refer to the attachment,306,0.0,Job Description,,EE_EC_IM_MA,1,45000 INR  [Meals (2000) and Transport (10000) per month allowance additional],"COMPUTER SCIENCE AND ENGINEERING
",INTERNSHIP
"About the Role
Operations Manager
Amazon Operations primarily consist of Inventory planning & supply chain, warehouse
management, transportation, 3P seller order fulfillment, customer returns & customer service.
The tasks handled by operations have a direct impact on customer experience with
Amazon.com. As an Intern, you will work with the Leadership team at
Hyderabad/Bangalore/Mumbai to improve existing systems or processes or devise new ways
and reduce defects to serve Amazons customers better. You will be required to analyze data,
interact with cross functional teams, recommend and pilot improvements that will help us
serve our customers better, in line with our goal to be the Earths Most Customer Centric
Company.
The projects offered to the candidates joining the Operations Team would focus on one or
more of the below areas:
· Customer/ Seller service Contact Reduction
· Concessions  defect analysis, reduction and improving customer experience
· Methods to track and improve performance of partners (carriers)
· Transportation/Supply chain issues pertaining to new geographies where Amazon has a
potential marketplace
· Perform market and competitive analysis as required for different parameters in
transportation. Develop operating plans to improve performance and monitoring & pilot them.
· Identify and prevent financial leakage when working with partners.
· Enhancing customer returns experience
· Drive process improvements to enhance the operational efficiencies or improve quality
metrics in Fulfillment Centers/ Transportation/Customer service / Seller Service
· Analyze and create mechanisms to improve 3P seller order fulfillment
· Improving Fulfilment Center processes and metrics by working with team members in Retail,
FBA, CS, Transportation etc.
Basic Qualifications
· An understanding of and passion for e-commerce
· Work experience is preferred (2 - 4.5 years).
· Possess strong communication and leadership skills
· Able to work in an ambiguous, dynamic & internet-speed environment with tight deadlines
· Have an absolute passion for ensuring a great customer experience
· Possess exceptional skills in data manipulation and analysis
· Outstanding attention to detail; Exceptional problem solving & analytical skills
· Be a self-starter
· Attention to detail and proven ability to manage multiple, competing priorities simultaneously
Preferred Qualifications
Experience in business process improvement, Lean/Six Sigma a strong plus.",0.0,18,No,"This is operations role, looking for students interested in ops roles","1750000 INR  [Base Pay+	Signing Bonus1+	SB2	+RSU
9,00,000	+2,00,000+1,50,000+5,00,000]",AE_AG_AR_BT_CH_CY_CE_GG_HS_IM_ME_MT_MI_NA_PH,5,Operations Manager/ Area Manager,Online/Offline test (Max 30 mins),PLACEMENT
"No of Positions:2
Qualification: Any Graduation/Any Post Graduation 
Technical Skills and Specifications:
 Proposal creation and presentation  Knowledge in opportunity qualification, pre-call planning, call control, account development, and time management.   Good inter-personal skills, must be a team player  Excellent verbal & presentation skills  Strong written communication skills.   Ability to understand full product offering and connect the right product to the right customer  Domain knowledge in Construction industry  
Job Brief: Preparation of client presentations, Client engagement, Inter-team coordination 
 Preparation of client presentations, Client engagement, Inter-team coordination",0.0,246,NO,,"800000 INR  [7,50,000 +50,000 Joining Bonus + Insurence with the sum of 3,00,000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Business Development (Architecture),"Resume,GD,Online/Offline test (Max 30 mins)",PLACEMENT
"DATA PROCESSING & ANALYSIS: to
retrieve, transform, classify or
manipulate data information.
INSIGHT GENERATION: analyse data,
problems, and situations
TRENDS / PATTERN ANALYSIS: study
business data over time, use of
statistical techniques, algorithms
BUILDING APPLICATIONS: Create and
customize Business applications on
multiple platforms
DATA MANAGEMENT: Development
and execution of architectures,
policies, practices and procedures",0.0,71,NO,"10th 80% , 12th 70%, Grad 60% and PG 6 CGPA & above with no backlog","1000000 INR  [10 Lakh fixed cash + benefits (1500 per month transport allowance, Meal Subsidy, CEP (continuous education program), etc.)  + 2 Lakh medical insurance for self and parents.]",AE_AG_BT_CH_CE_CS_EE_EC_IM_MA_ME_MT_MI_NA,1,Analyst,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
